Latitude,Longitude,wname,distance_to_wetland
-41.430277,147.1899,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1400055.6032793564
-37.752598,145.708967,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1003676.6127537932
-36.911095,149.2036,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",927934.8859643284
-40.992992,145.703353,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1357089.2065110402
-17.270308,145.579043,Lake Eacham,4799.625371168437
-36.674413,149.834332,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",917800.5673128548
-27.349131,152.944205,Pine River and Hayes Inlet,7852.247557913015
-36.67455,149.833989,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",917805.7536620061
-35.255392,150.09598,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",778040.3987241518
-17.286084,145.635521,Lake Eacham,618.6027656131871
-33.690505,120.186203,Muncoonie Lakes Area,1994735.7431338315
-17.27444,145.58056,Lake Eacham,4524.413491098396
-21.168658,148.501708,Eungella Dam,8637.429368519135
-41.253532,145.861399,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1384218.2413962034
-41.555714,146.401135,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1414377.7438889805
-28.332966,152.324543,Dalrymple and Blackfellow Creeks,37306.90970747146
-37.530255,144.73409,Lake Numalla Aggregation,972406.3200110851
-41.262761,146.417317,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1382534.6777107615
-41.227216,146.303446,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1379075.5031215702
-36.67505,149.834664,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",917876.794591203
-17.274508,145.580702,Lake Eacham,4508.009603062384
-26.574804,152.903929,Obi Obi Creek,9890.33439818073
-17.263925,145.5447,Lake Eacham,8511.672059831424
-17.268315,145.57849,Lake Eacham,4925.88919240844
-26.222909,152.610314,Noosa River Wetlands,36746.60171744754
-41.429879,147.185824,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1400006.7024357151
-26.622347,152.959274,Coolum Creek and Lower Maroochy River,7791.2032387111985
-17.269472,145.578908,Lake Eacham,4841.913225034768
-42.894378,147.303405,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1558554.7214131688
-21.168287,148.50418,Eungella Dam,8895.027813548706
-41.081956,145.920561,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1365238.109029709
-43.165412,146.924816,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1587398.404973734
-17.269853,145.579051,Lake Eacham,4814.212225073479
-36.674069,149.833989,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",917754.9743811429
-37.015686,145.459748,Lake Numalla Aggregation,920616.1162462702
-28.66668,153.338953,Upper Coomera River,47969.03242113452
-17.263998,145.545092,Lake Eacham,8469.227057921851
-21.16778,148.504988,Eungella Dam,8989.29000572569
-17.274445,145.580826,Lake Eacham,4496.646586902387
-36.675557,149.834729,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",917932.0760351887
-26.629807,152.954616,Coolum Creek and Lower Maroochy River,7244.959524920051
-28.841247,152.152245,Dalrymple and Blackfellow Creeks,96261.35463411173
-36.674688,149.834074,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",917822.6211324023
-17.268445,145.57817,Lake Eacham,4953.223037976413
-36.445021,148.452339,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",863859.4967982025
-17.275421,145.580706,Lake Eacham,4486.666729593491
-28.326332,152.343915,Dalrymple and Blackfellow Creeks,36448.565670867625
-38.337306,142.727222,Bulloo Lake,1040537.5052998385
-42.893658,147.308177,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1558486.0289473536
-36.177628,149.348873,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",852569.3227227218
-37.136617,144.16968,Bulloo Lake,920227.3276269683
-35.467055,148.906102,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",766038.2547958925
-36.686096,149.861482,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",919770.4329249769
-26.62991,152.954635,Coolum Creek and Lower Maroochy River,7233.875052913787
-35.289167,149.029595,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",749788.5356190823
-27.502895,152.931076,Greenbank Army Training Area C,14273.798356730831
-37.750391,142.018398,Bulloo Lake,976110.6944030938
-21.168538,148.501738,Eungella Dam,8643.581221489192
-38.139828,144.233971,Bulloo Lake,1030413.6371861979
-30.298108,153.0056,Upper Coomera River,229761.78388573794
-28.661621,153.30501,Upper Coomera River,46605.66920325638
-25.07257,148.271323,Lake Nuga Nuga,39356.6991577852
-33.819766,150.025252,Balonne River Floodplain,629430.2746167887
-31.858422,152.327772,Upper Coomera River,412234.3681830489
-41.227812,146.303179,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1379141.2540206916
-27.537656,152.960088,Greenbank Army Training Area C,10477.82306662788
-26.728495,152.71377,Conondale Range Aggregation,8309.7384733005
-21.164844,148.504142,Eungella Dam,8988.138602465762
-28.84138,152.152067,Dalrymple and Blackfellow Creeks,96279.50841649478
-37.927309,144.141015,Bulloo Lake,1005998.1804116708
-33.820469,149.900512,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",625436.913808226
-36.675665,149.834868,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",917947.2370530184
-36.678618,149.855405,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",918816.0779082808
-35.308487,149.141183,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",754615.0238723749
-26.761082,152.859833,Obi Obi Creek,6109.694183530657
-35.463602,148.907062,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",765687.61605526
-26.761021,152.859663,Obi Obi Creek,6100.079149186362
-17.274515,145.58088,Lake Eacham,4489.336192614465
-40.044457,144.063421,Bulloo Lake,1235480.1876994628
-42.679146,146.708743,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1535189.4900899243
-37.37818,144.036911,Bulloo Lake,944685.3167737427
-37.735533,145.198127,Lake Numalla Aggregation,997479.2849096588
-35.355529,149.239019,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",762146.4514647645
-27.563117,152.122439,Dalrymple and Blackfellow Creeks,44226.315486159845
-21.167983,148.50577,Eungella Dam,9062.423591907887
-26.627351,152.954717,Coolum Creek and Lower Maroochy River,7485.004354163729
-26.446267,152.751922,Obi Obi Creek,24984.24475928604
-35.467046,148.906194,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",766039.3293276186
-17.268495,145.578112,Lake Eacham,4957.209562469773
-42.752555,146.622025,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1543232.588606683
-36.140582,149.228112,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",845730.5979512923
-33.353685,121.135771,Muncoonie Lakes Area,1899354.386266708
-42.895421,147.29415,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1558650.2352338023
-27.36081,152.98637,Pine River and Hayes Inlet,6370.939034212388
-33.69978,150.484726,Balonne River Floodplain,629052.6566629399
-26.337999,152.827184,Noosa River Wetlands,14638.192994893034
-41.635874,145.948951,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1425089.4990032
-26.761066,152.859601,Obi Obi Creek,6104.0153016749355
-41.527695,146.653916,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1410717.4936950465
-38.552028,143.757721,Bulloo Lake,1069823.0073469335
-17.338285,145.866979,Russell River,7059.080378791847
-35.463949,148.906854,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",765720.37070998
-21.167838,148.504946,Eungella Dam,8983.555296461436
-42.894442,147.303548,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1558561.8753671797
-36.682467,149.859201,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",919325.4798045888
-27.531181,152.912686,Greenbank Army Training Area C,11407.016076936407
-16.557299,145.344688,Great Barrier Reef Marine Park,12260.616581219228
-28.691307,153.521502,Upper Coomera River,57778.26289898037
-17.607431,145.478296,Zillie Falls,23619.48537242277
-41.430345,147.187942,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1400060.2405980588
-27.489492,152.892046,Greenbank Army Training Area C,16452.88989127418
-17.270903,145.583031,Lake Eacham,4375.209825387922
-37.016733,145.449314,Lake Numalla Aggregation,920624.0007416272
-42.891579,147.311933,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1558269.213148649
-36.910671,149.204105,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",927899.7943871649
-17.273329,145.580205,Lake Eacham,4589.551389885532
-21.198394,148.502964,Eungella Dam,8298.423622888029
-41.178208,147.310212,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1372887.464244696
-36.910761,149.203859,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",927904.3479875916
-37.298301,144.954413,Lake Numalla Aggregation,947774.7044091165
-33.830835,149.907249,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",626748.6330925215
-21.168436,148.502952,Eungella Dam,8767.97562062253
-28.825548,153.452733,Upper Coomera River,68353.18323831417
-17.272905,145.580188,Lake Eacham,4602.894830695638
-17.271267,145.579656,Lake Eacham,4706.113069082145
-31.202833,151.4615,Dalrymple and Blackfellow Creeks,369023.8252510512
-41.555363,146.400908,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1414340.4064658054
-41.226944,146.303103,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1379047.293784084
-26.69392,153.013778,Coolum Creek and Lower Maroochy River,1637.6588185309847
-41.227146,146.303778,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1379066.6185740207
-21.169105,148.50141,Eungella Dam,8595.968627067941
-28.094335,153.361489,Lake Coombabah,14374.096846833127
-41.228086,146.303224,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1379170.8329549734
-35.415885,149.260792,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",769139.1190891628
-21.16903,148.499479,Eungella Dam,8404.20499268344
-17.26842,145.578125,Lake Eacham,4958.664165093893
-35.463933,148.906937,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",765720.492778971
-41.594613,145.927315,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1420750.2683681413
-38.341219,142.63639,Bulloo Lake,1040871.3703489094
-30.222811,152.885003,Upper Coomera River,222630.01798407696
-29.978272,152.723583,Upper Coomera River,198514.35844200212
-41.22819,146.303925,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1379179.4163446638
-17.266771,145.57831,Lake Eacham,5002.257374155538
-36.798982,144.29422,Bulloo Lake,885474.4641334184
-41.736251,146.904359,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1433090.7290883758
-37.762072,145.127405,Lake Numalla Aggregation,999910.602870319
-33.822197,149.898881,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",625540.916872018
-17.270133,145.579055,Lake Eacham,4804.273469200041
-38.551967,143.755155,Bulloo Lake,1069791.8488625472
-16.593988,145.33999,Great Barrier Reef Marine Park,15868.005748522533
-33.834695,149.878184,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",625927.5612940146
-26.76105,152.859956,Obi Obi Creek,6108.267016969498
-36.757484,144.314867,Bulloo Lake,881318.3917017241
-41.253392,145.861643,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1384201.488973784
-27.499768,152.759942,Greenbank Army Training Area C,22515.33061972352
-26.629829,152.954632,Coolum Creek and Lower Maroochy River,7242.042380280451
-36.760438,144.315616,Bulloo Lake,881652.2139634683
-37.750788,142.019347,Bulloo Lake,976152.1564891888
-42.01118,146.102545,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1464873.2018903089
-27.344833,152.957013,Pine River and Hayes Inlet,6600.92326688403
-17.265453,145.544393,Lake Eacham,8502.3266268694
-17.270087,145.579029,Lake Eacham,4808.464260512619
-36.443284,148.431895,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",863365.2400803157
-36.421341,148.464972,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",861462.9990239058
-42.678678,146.713255,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1535133.336487798
-26.385145,152.680313,Noosa River Wetlands,29979.524520979452
-35.466954,148.907155,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",766050.7759142544
-36.55485,145.986492,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",869299.6223824723
-17.274612,145.580749,Lake Eacham,4500.628027298056
-17.274512,145.580872,Lake Eacham,4490.240331126945
-37.753398,145.680943,Lake Numalla Aggregation,1003907.2883319365
-17.270076,145.57907,Lake Eacham,4804.678569441884
-35.463759,148.906976,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",765702.6160981257
-34.948513,138.511397,Bulloo Lake,753886.7675176895
-21.16805,148.506219,Eungella Dam,9105.765054342432
-21.16914,148.49981,Eungella Dam,8434.51477527839
-17.2666,145.578023,Lake Eacham,5037.55682888327
-42.838529,147.191392,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1552366.3526908844
-36.674393,149.834497,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",917802.918899293
-17.4214,145.6015,Bromfield Swamp,7457.859046885792
-36.584473,147.092915,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",868069.4831728472
-17.268962,145.57837,Lake Eacham,4914.297009926185
-41.226811,146.30402,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1379029.3064155784
-41.214322,146.010681,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1379064.730369782
-26.626578,152.954934,Coolum Creek and Lower Maroochy River,7552.917389014189
-42.752671,146.969082,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1542963.5142619687
-17.273395,145.580173,Lake Eacham,4591.096023252244
-21.167847,148.504799,Eungella Dam,8968.5828414092
-17.274531,145.580887,Lake Eacham,4488.221904300325
-34.530584,150.399178,Balonne River Floodplain,714953.6094347475
-41.816147,146.049467,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1444047.183281721
-35.467086,148.906221,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",766044.2383834724
-36.681969,149.858737,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",919260.3082109746
-21.169028,148.515649,Eungella Dam,10026.950413457724
-21.168416,148.504047,Eungella Dam,8878.351070380493
-17.273663,145.580246,Lake Eacham,4576.492018333338
-35.459859,148.923297,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",765647.0969743725
-36.753507,145.577267,Lake Numalla Aggregation,893123.925818587
-17.270089,145.57922,Lake Eacham,4789.0288173640265
-37.09882,147.589032,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",926786.4655261083
-17.274122,145.580314,Lake Eacham,4557.768244270068
-41.636125,145.948928,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1425116.7944983633
-17.273467,145.580392,Lake Eacham,4566.536510214766
-37.752821,145.117557,Lake Numalla Aggregation,998828.10493897
-42.894395,147.303403,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1558556.5481683048
-17.274813,145.580765,Lake Eacham,4494.21861703842
-42.894403,147.303313,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1558557.2441297246
-27.500317,152.758881,Greenbank Army Training Area C,22550.61133968274
-28.678673,153.297699,Upper Coomera River,48331.3511377338
-42.894441,147.303344,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1558561.3926547025
-36.767919,144.313738,Bulloo Lake,882432.5566405021
-26.761033,152.859975,Obi Obi Creek,6106.717499548614
-21.168219,148.503208,Eungella Dam,8799.320813484195
-25.715013,152.576923,Great Sandy Strait,28863.085125357895
-41.228748,146.305799,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1379232.779040833
-17.273828,145.580262,Lake Eacham,4570.579136004247
-35.366238,149.238237,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",763265.8881717558
-33.664604,119.997744,Muncoonie Lakes Area,2009539.3174869332
-33.964372,118.489397,Muncoonie Lakes Area,2150620.939987777
-17.261869,145.544725,Lake Eacham,8569.41032988072
-17.268137,145.578222,Lake Eacham,4959.370548696098
-36.67455,149.834074,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",917808.0524420955
-35.466996,148.906367,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",766037.7869548062
-36.911011,149.203909,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",927932.2909085564
-42.681775,146.721115,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1535457.6081745967
-42.895421,147.295345,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1558652.3778180166
-36.444606,148.453666,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",863834.0545504878
-17.266272,145.544619,Lake Eacham,8458.18814588089
-35.466445,148.905898,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",765968.0076348891
-17.274662,145.580859,Lake Eacham,4487.994009338818
-35.463963,148.906826,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",765721.2562381851
-33.823137,149.903055,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",625808.2283712158
-21.08516,148.635807,"Broken River, Urannah Creek and Massey Creek Aggregation",10965.812227351016
-27.526786,152.837203,Greenbank Army Training Area C,15169.959482239015
-28.324222,152.34479,Dalrymple and Blackfellow Creeks,36208.99593033324
-36.775589,148.952488,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",908313.7503075086
-17.274352,145.580986,Lake Eacham,4482.304166386091
-36.674585,149.834418,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",917821.0512914569
-34.52967,150.401159,Balonne River Floodplain,714906.1267689617
-17.268725,145.578187,Lake Eacham,4941.274157935936
-17.266359,145.54458,Lake Eacham,8460.0906500805
-43.151867,146.957394,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1585940.342886112
-42.114696,146.17042,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1475751.9676096144
-43.166381,146.925797,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1587502.465148739
-17.264653,145.484512,Bromfield Swamp,13521.020828299317
-41.444894,145.529661,Lake Numalla Aggregation,1404723.2730231923
-33.822887,149.903226,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",625790.4859652234
-36.682207,149.859068,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",919294.4296403663
-17.342506,145.86915,Russell River,6965.9525767592995
-21.191418,148.533186,Eungella Dam,11418.8590096163
-21.167935,148.505072,Eungella Dam,8993.650219220382
-36.682469,149.859084,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",919322.5044475208
-36.675626,149.834868,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",917943.1198832144
-17.263747,145.544303,Lake Eacham,8557.572528344279
-37.092246,142.385482,Bulloo Lake,903037.2167854989
-30.249474,152.385095,Upper Coomera River,236864.76885084566
-28.330394,152.344231,Dalrymple and Blackfellow Creeks,36902.85779174054
-37.736686,145.219497,Lake Numalla Aggregation,997762.2082994719
-28.596027,153.214888,Upper Coomera River,38158.14822532542
-21.168318,148.5019,Eungella Dam,8665.624438655015
-37.752866,145.117573,Lake Numalla Aggregation,998833.1611384698
-21.16457,148.505826,Eungella Dam,9163.61440234188
-28.324041,152.344802,Dalrymple and Blackfellow Creeks,36188.66278204889
-21.167903,148.506303,Eungella Dam,9117.973678916165
-17.26881,145.578171,Lake Eacham,4939.810336618403
-30.536772,151.728103,Dalrymple and Blackfellow Creeks,290652.666997214
-43.16647,146.926007,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1587512.0077664282
-17.267492,145.577851,Lake Eacham,5020.48420026049
-26.761009,152.859779,Obi Obi Creek,6100.711372691506
-17.267109,145.578161,Lake Eacham,5003.983003605139
-21.168142,148.509247,Eungella Dam,9407.562404929678
-17.274583,145.580887,Lake Eacham,4486.969866430566
-36.144897,146.8794,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",819272.1076968963
-38.553104,143.756574,Bulloo Lake,1069929.7320259036
-35.296475,148.225267,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",734741.2182791635
-17.272166,145.582207,Lake Eacham,4417.345106897101
-37.478247,144.014483,Bulloo Lake,955317.0783098892
-26.63061,152.955119,Coolum Creek and Lower Maroochy River,7142.2102804861515
-21.168495,148.501905,Eungella Dam,8661.451711831438
-25.059127,148.235884,Lake Nuga Nuga,42551.67144772128
-21.167992,148.505345,Eungella Dam,9019.549893764315
-21.167808,148.504966,Eungella Dam,8986.34831064262
-17.266538,145.577861,Lake Eacham,5056.12380269046
-17.273705,145.580273,Lake Eacham,4572.606248142571
-33.822773,149.903175,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",625777.0221599455
-17.268416,145.578128,Lake Eacham,4958.510503599108
-42.766473,147.809127,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1546389.496709352
-31.399227,152.249659,Upper Coomera River,363872.99595003
-37.979656,146.428283,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1023292.0468983813
-35.467005,148.906369,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",766038.8009487505
-41.258758,146.415655,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1382105.2180781488
-42.905672,147.292517,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1559751.0451477463
-41.272569,146.42241,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1383583.7611916938
-26.629921,152.954643,Coolum Creek and Lower Maroochy River,7232.4164186177995
-36.337998,148.401893,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",851411.9059913938
-21.167929,148.506147,Eungella Dam,9101.648247380526
-17.474354,145.582096,Zillie Falls,7514.965705186037
-42.890483,147.317601,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1558161.9611895552
-27.319599,152.988229,Pine River and Hayes Inlet,2441.8177366545474
-17.268885,145.578499,Lake Eacham,4904.077609904896
-41.42982,147.189115,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1400004.8833613945
-42.974503,147.313452,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1567198.5314795522
-21.167892,148.505058,Eungella Dam,8993.369508543947
-37.728193,145.242265,Lake Numalla Aggregation,996999.0542567483
-26.728505,152.713653,Conondale Range Aggregation,8299.0115504239
-30.224208,152.886657,Upper Coomera River,222763.57847547586
-42.892577,147.308753,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1558370.7090730702
-17.304781,145.569805,Lake Eacham,5896.1542002990755
-26.76113,152.859815,Obi Obi Creek,6114.690699927937
-27.565273,152.739501,Greenbank Army Training Area C,20003.088403879618
-38.149137,144.299965,Bulloo Lake,1032359.681533148
-38.553104,143.756548,Bulloo Lake,1069929.4839150268
-26.62689,152.954938,Coolum Creek and Lower Maroochy River,7521.421412901532
-41.22949,146.300198,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1379335.018555185
-33.690245,120.184757,Muncoonie Lakes Area,1994846.355523254
-43.122269,147.223372,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1582947.4681744103
-35.463575,148.90714,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",765686.442264197
-21.168021,148.506237,Eungella Dam,9108.315270200812
-26.7558,152.852615,Obi Obi Creek,5436.015765980586
-37.752932,145.117611,Lake Numalla Aggregation,998840.6715829922
-38.552708,143.759245,Bulloo Lake,1069911.9414672893
-42.893103,147.308612,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1558427.0817929597
-17.27461,145.580749,Lake Eacham,4500.675750348292
-43.122233,147.22328,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1582943.4685093088
-37.724508,144.280848,Bulloo Lake,985905.1104816797
-27.91158,153.281337,Lake Coombabah,4860.482022049236
-41.515208,146.667455,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1409339.7190302208
-34.132842,119.5896,Muncoonie Lakes Area,2064825.8412970563
-28.324127,152.344802,Dalrymple and Blackfellow Creeks,36198.304791760886
-17.269362,145.578846,Lake Eacham,4852.049110152193
-38.612351,143.681848,Bulloo Lake,1075722.0960644074
-37.750137,142.017686,Bulloo Lake,976084.4293751436
-17.27,145.579043,Lake Eacham,4809.995824193697
-17.270063,145.57906,Lake Eacham,4806.1330329123875
-17.268615,145.578361,Lake Eacham,4927.785306770148
-21.167869,148.506215,Eungella Dam,9110.020867440027
-17.269985,145.578655,Lake Eacham,4849.845407444595
-27.319249,152.988444,Pine River and Hayes Inlet,2398.893518302561
-36.674378,149.834461,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",917800.3616098808
-17.257619,145.577439,Lake Eacham,5520.099101563887
-42.6775,146.786667,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1534928.8676437982
-41.41389,145.978968,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1400879.7473559354
-16.5942,145.3373,Great Barrier Reef Marine Park,16039.49738384196
-42.683575,146.590317,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1535854.969843619
-17.274043,145.580612,Lake Eacham,4528.82848021907
-27.335882,152.989106,Pine River and Hayes Inlet,3934.8257446942557
-17.27364,145.580272,Lake Eacham,4574.3988552661685
-35.992578,145.953776,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",807685.9569785339
-17.268336,145.578409,Lake Eacham,4933.247480677151
-28.68728,153.518834,Upper Coomera River,57258.75806312657
-41.227461,146.304427,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1379098.317008097
-41.228028,146.303104,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1379164.9990400905
-17.274537,145.580917,Lake Eacham,4484.958333265882
-33.437598,119.944957,Muncoonie Lakes Area,2004209.4431214046
-30.249949,152.385585,Upper Coomera River,236899.4312663334
-17.274556,145.58095,Lake Eacham,4481.069175794827
-26.76135,152.859633,Obi Obi Creek,6135.9425897667015
-41.594533,145.92723,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1420742.1120632058
-30.297868,153.005859,Upper Coomera River,229732.95247179802
-29.019894,167.953799,Moreton Bay,1407189.410738588
-36.58471,147.093379,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",868096.3897103777
-43.121494,147.223572,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1582864.4074816597
-21.167732,148.50506,Eungella Dam,8997.77077770839
-42.675817,146.78813,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1534746.134336992
-26.629794,152.954548,Coolum Creek and Lower Maroochy River,7249.378580902742
-35.466509,148.905859,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",765974.0358310397
-17.106632,145.774722,Port of Cairns and Trinity Inlet,8234.733605160058
-28.311905,152.352647,Dalrymple and Blackfellow Creeks,34809.13120586934
-29.309753,151.836891,Dalrymple and Blackfellow Creeks,155114.0660599254
-27.503933,152.918309,Greenbank Army Training Area C,14296.876722966947
-21.085103,148.539855,"Broken River, Urannah Creek and Massey Creek Aggregation",3103.4585303008566
-31.97083,151.902388,Upper Coomera River,434313.8412821221
-36.909654,149.238648,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",928516.1680086496
-35.468106,149.929924,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",794329.7361059294
-35.288777,149.033992,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",749853.1768676718
-17.464122,145.59053,Zillie Falls,6726.509087410498
-27.342106,152.960874,Pine River and Hayes Inlet,6117.258141267671
-21.167697,148.505747,Eungella Dam,9067.557225713355
-35.466477,148.905877,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",765970.9884024111
-30.339024,152.605512,Upper Coomera River,240465.2087879575
-41.386733,146.204064,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1396798.2537523806
-30.297962,153.005582,Upper Coomera River,229745.61588102425
-35.464292,148.907668,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",765775.4231951175
