Platypus_ID,Latitude,Longitude,Nearest_Wetland,Distance (m)
6623,-26.629828,152.954645,Coolum Creek and Lower Maroochy River,7241.543585949393
6624,-36.674688,149.834203,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",917826.1099281138
6625,-41.820115,146.300927,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1443369.764208111
6626,-25.059184,148.235778,Lake Nuga Nuga,42563.14718138778
6627,-30.224642,152.920317,Upper Coomera River,222397.6130537828
6628,-17.274084,145.576145,Lake Eacham,4992.365329517891
6629,-17.268715,145.578445,Lake Eacham,4915.684373460946
6630,-16.469774,145.329964,Great Barrier Reef Marine Park,8569.744879930457
6631,-21.167962,148.506275,Eungella Dam,9113.644587126386
6632,-17.296125,145.477072,Bromfield Swamp,10935.906449226186
6633,-42.894325,147.30412,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1558550.3304425895
6634,-36.798248,144.291605,Bulloo Lake,885350.3655772499
6635,-42.895303,147.295395,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1558639.762217359
6636,-38.54955,143.9595,Bulloo Lake,1071639.2758584921
6637,-28.32261,152.345152,Dalrymple and Blackfellow Creeks,36027.06636920901
6638,-26.764143,152.867311,Obi Obi Creek,6608.6742551846755
6639,-36.674516,149.834289,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",917810.2779211104
6640,-30.300649,153.006628,Upper Coomera River,230037.6213610333
6641,-17.465011,145.589876,Zillie Falls,6778.212919841233
6642,-31.516255,152.536701,Upper Coomera River,370909.6924523809
6643,-41.236401,146.417451,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1379671.2543259605
6644,-41.100369,145.908172,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1367313.0958902272
6645,-17.268613,145.578155,Lake Eacham,4948.567820209474
6647,-17.261243,145.545428,Lake Eacham,8517.122725230334
6648,-43.165258,146.925333,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1587381.7786160153
6649,-41.522626,146.65964,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1410157.6991874569
6650,-27.342057,152.960708,Pine River and Hayes Inlet,6124.967455384101
6652,-17.267889,145.578179,Lake Eacham,4972.842895692986
6653,-27.924298,153.193426,Lake Coombabah,11022.163878542728
6654,-28.112939,153.317812,Upper Coomera River,14109.899867345724
6655,-17.274055,145.580505,Lake Eacham,4539.624639708543
6656,-17.274606,145.580771,Lake Eacham,4498.482931311294
6657,-26.629908,152.95462,Coolum Creek and Lower Maroochy River,7234.764131420765
6659,-17.27024,145.57913,Lake Eacham,4793.064077974246
6660,-29.458013,152.026432,Dalrymple and Blackfellow Creeks,166459.2025188852
6661,-17.274681,145.580802,Lake Eacham,4493.473114053176
6662,-36.677954,149.855332,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",918744.0381668613
6663,-41.157444,147.493581,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1371129.3168720861
6664,-37.665431,148.366231,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",996119.2243365652
6665,-27.370446,152.849599,Pine River and Hayes Inlet,16829.705153319243
6666,-33.846718,149.91829,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",628788.3197713753
6667,-21.169213,148.49912,Eungella Dam,8363.414672775152
6668,-36.631217,149.580855,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",906628.2490712353
6669,-17.274361,145.581058,Lake Eacham,4474.605522409046
6670,-42.891712,147.314185,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1558287.787541782
6671,-41.5961,145.926354,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1420916.8850590098
6672,-21.168584,148.49713,Eungella Dam,8181.152496316208
6673,-17.466017,145.589049,Zillie Falls,6847.952637415739
6674,-37.857689,145.522993,Lake Numalla Aggregation,1013664.1655938175
6675,-21.167949,148.505201,Eungella Dam,9006.222910107657
6676,-28.334997,152.325088,Dalrymple and Blackfellow Creeks,37529.42347504774
6677,-17.268422,145.578155,Lake Eacham,4955.57784872869
6678,-37.550572,144.738934,Lake Numalla Aggregation,974664.4169368233
6679,-41.227076,146.303654,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1379059.4966633862
6680,-38.07916,144.279712,Bulloo Lake,1024460.0005257003
6681,-42.894484,147.303371,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1558566.0721931746
6682,-21.168588,148.501783,Eungella Dam,8646.780723374843
6683,-41.5953,145.927389,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1420824.1854437813
6685,-42.901842,147.280002,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1559316.8025577874
6686,-35.623241,148.688884,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",778406.5346792775
6688,-16.594625,145.337704,Great Barrier Reef Marine Park,16056.240026736119
6689,-41.226865,146.301765,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1379043.897078502
6690,-36.457037,148.689615,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",868996.3974282317
6691,-25.072385,148.27143,Lake Nuga Nuga,39341.92252201126
6692,-25.004132,147.993113,Lake Nuga Nuga,66210.23646362807
6693,-26.76098,152.859947,Obi Obi Creek,6100.381931909831
6694,-21.168049,148.504098,Eungella Dam,8893.005279583047
6695,-17.271088,145.579765,Lake Eacham,4700.672042582516
6696,-41.271017,146.421557,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1383417.8957145303
6697,-41.278963,146.421819,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1384279.9970708583
6698,-17.270085,145.579052,Lake Eacham,4806.1992810809015
6699,-41.143142,147.724661,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1370493.3505196844
6701,-17.274643,145.580829,Lake Eacham,4491.567208134942
6702,-30.298127,153.005876,Upper Coomera River,229761.75120821514
6703,-26.761011,152.859768,Obi Obi Creek,6100.745741684275
6704,-26.6166,152.65127,Conondale Range Aggregation,7436.542193200565
6705,-37.666603,144.353797,Bulloo Lake,980729.8930509328
6706,-42.682518,146.719084,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1535540.1837693867
6707,-36.682241,149.858865,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",919292.4880982847
6708,-41.227212,146.302598,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1379078.3497862252
6709,-37.815162,144.189156,Bulloo Lake,994441.4983728512
6710,-41.594609,145.927179,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1420750.6388676788
6711,-38.552036,143.757721,Bulloo Lake,1069823.882258614
6712,-34.483028,150.328903,Balonne River Floodplain,708097.7775918484
6713,-17.274733,145.58077,Lake Eacham,4495.57428301409
6714,-26.759958,152.882148,Obi Obi Creek,6729.093094524545
6715,-42.51038,146.724075,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1516964.5149660574
6716,-26.629916,152.954692,Coolum Creek and Lower Maroochy River,7230.656998508304
6717,-37.987483,145.644455,Lake Numalla Aggregation,1029126.2511577755
6718,-38.317347,142.482906,Bulloo Lake,1038220.1084578596
6719,-36.682613,149.859115,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",919338.5396272269
6720,-36.674757,149.833903,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",917825.2810619716
6721,-21.168506,148.501834,Eungella Dam,8654.045477515378
6722,-17.274622,145.580788,Lake Eacham,4496.332737370089
6723,-17.417532,145.730503,Russell River Rapids,4845.844290886672
6724,-17.268271,145.578236,Lake Eacham,4953.018342264495
6725,-17.270226,145.579085,Lake Eacham,4798.101436465729
6726,-41.576763,145.932712,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1418786.4248676957
6727,-17.464142,145.590453,Zillie Falls,6734.171572022507
6728,-41.227545,146.303414,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1379111.3522799802
6729,-28.324483,152.343748,Dalrymple and Blackfellow Creeks,36241.8780400844
6730,-42.677841,146.786484,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1534965.795442114
6731,-28.819094,153.342027,Upper Coomera River,64624.90876616211
6732,-28.841032,152.151959,Dalrymple and Blackfellow Creeks,96243.48477326673
6733,-43.1661,146.9231,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1587472.6152186783
6734,-29.586128,152.02865,Dalrymple and Blackfellow Creeks,180538.3749453529
6735,-34.529787,150.399247,Balonne River Floodplain,714870.0847702438
6736,-17.270028,145.579108,Lake Eacham,4802.455018560869
6737,-37.750342,142.018511,Bulloo Lake,976105.0121356938
6738,-27.531752,152.91084,Greenbank Army Training Area C,11390.040168608815
6739,-21.142813,148.60328,"Broken River, Urannah Creek and Massey Creek Aggregation",12108.989429029125
6740,-17.270169,145.578984,Lake Eacham,4810.266019637921
6741,-42.676625,146.787613,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1534833.7038901846
6742,-21.168703,148.504218,Eungella Dam,8888.19033881369
6743,-36.683282,149.859372,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",919416.1130537281
6744,-29.054439,167.934072,Moreton Bay,1405572.1187233443
6745,-36.63593,149.584179,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",907212.5716030047
6746,-35.467048,148.906176,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",766039.1448467504
6748,-28.324196,152.344781,Dalrymple and Blackfellow Creeks,36206.110991501984
6749,-35.280625,149.114602,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",750969.479930131
6750,-26.758159,152.853856,Obi Obi Creek,5708.873135658573
6751,-43.166089,146.925462,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1587471.1121361658
6752,-42.922613,147.289175,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1561569.0246175877
6753,-34.39012,119.361345,Muncoonie Lakes Area,2095639.3310079966
6754,-35.467212,148.906138,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",766055.9680790503
6755,-41.166558,147.522109,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1372215.3450120583
6756,-36.144197,146.8796,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",819194.3240656926
6757,-17.268897,145.578397,Lake Eacham,4913.914752435526
6758,-26.62984,152.954614,Coolum Creek and Lower Maroochy River,7241.780190199205
6759,-41.595716,145.928735,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1420861.2646880234
6760,-33.718593,117.851552,Muncoonie Lakes Area,2195503.4929951984
6761,-17.252023,145.586108,Lake Barrine,4720.300188690661
6762,-41.22846,146.301167,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1379219.4127038822
6763,-41.080192,145.923672,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1365027.4034509351
6765,-26.76059,152.85937,Obi Obi Creek,6047.560038999681
6766,-21.168425,148.501763,Eungella Dam,8649.064463676099
6767,-33.772539,150.498671,Balonne River Floodplain,637142.6334514194
6768,-17.269386,145.578822,Lake Eacham,4853.624779392653
6769,-33.82642,150.020011,Balonne River Floodplain,630023.371949072
6770,-17.337165,145.618806,Lake Eacham,5522.838656235279
6771,-41.228353,146.30382,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1379197.5218081214
6772,-28.32407,152.344796,Dalrymple and Blackfellow Creeks,36191.93420084024
6773,-42.726941,146.896178,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1540196.920089296
6774,-31.15143,152.222062,Upper Coomera River,337824.256419044
6775,-37.752741,145.117162,Lake Numalla Aggregation,998816.7287870472
6776,-18.989463,146.020101,Birthday Creek,14578.664143386259
6777,-34.490814,150.33699,Balonne River Floodplain,709133.0567396007
6778,-26.630593,152.955123,Coolum Creek and Lower Maroochy River,7143.712010533667
6779,-17.354624,145.586137,Bromfield Swamp,4889.680254340357
6780,-17.274133,145.58058,Lake Eacham,4529.88748914061
6781,-25.072164,148.272254,Lake Nuga Nuga,39256.3804033527
6782,-28.013183,152.551528,Dalrymple and Blackfellow Creeks,16651.17967103015
6783,-36.990046,147.518779,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",914384.2956229957
6784,-41.733867,145.616555,Lake Numalla Aggregation,1436580.356260159
6785,-37.665562,148.3662,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",996133.1721328245
6786,-36.910578,149.203891,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",927885.324391443
6787,-37.749883,142.017328,Bulloo Lake,976057.2953281753
6789,-42.056589,146.146203,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1469579.632892622
6790,-36.682639,149.85918,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",919343.0525942624
6791,-16.59582,145.337009,Great Barrier Reef Marine Park,16207.42198951698
6792,-43.121703,147.223175,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1582886.328246022
6793,-28.360589,152.988002,Upper Coomera River,23216.798458861987
6794,-27.206219,152.808068,Pine River and Hayes Inlet,20464.293970145038
6795,-35.464307,148.908052,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",765785.5814761497
6796,-41.279308,146.421995,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1384316.9096466613
6797,-17.266122,145.545077,Lake Eacham,8414.389286362672
6798,-17.370166,145.402097,Bromfield Swamp,14448.155652695596
6799,-21.168062,148.506011,Eungella Dam,9084.577252154246
6800,-26.75981,152.851826,Obi Obi Creek,5880.849981683618
6801,-42.678103,146.786428,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1534994.0952769406
6802,-41.528014,146.823177,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1410544.2715005607
6803,-41.547627,146.408707,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1413476.7968317925
6804,-26.761224,152.859806,Obi Obi Creek,6124.923274447307
6805,-36.675652,149.834482,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",917935.4247918023
6806,-31.54388,152.508867,Upper Coomera River,374415.20852517977
6808,-21.170134,148.500194,Eungella Dam,8447.817307708769
6809,-31.53363,151.736229,Upper Coomera River,393096.50558012817
6810,-21.167874,148.506097,Eungella Dam,9098.051932727754
6811,-21.168082,148.505237,Eungella Dam,9006.38394176986
6812,-26.588502,152.926959,Obi Obi Creek,9963.902992517198
6813,-33.448517,120.639381,Muncoonie Lakes Area,1945613.0294050707
6814,-33.787867,150.36256,Balonne River Floodplain,634792.603551526
6815,-17.26711,145.58003,Lake Eacham,4817.7647973660405
6816,-41.579197,148.186693,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1420479.593556103
6817,-35.31467,149.156229,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",755656.5645318995
6818,-41.545159,146.067353,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1414622.5213002714
6819,-26.762023,152.84523,Obi Obi Creek,6134.328187174363
6820,-42.097642,146.122558,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1474122.6979442898
6821,-26.761162,152.858915,Obi Obi Creek,6103.5654639147
6822,-17.27402,145.580444,Lake Eacham,4546.833341406105
6823,-37.736321,145.223017,Lake Numalla Aggregation,997748.1602519294
6824,-16.640119,145.404653,Great Barrier Reef Marine Park,13180.209038591793
6825,-41.01421,147.396591,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1355267.3967646114
6826,-36.681873,149.85874,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",919250.2625408013
6827,-28.33081,152.344598,Dalrymple and Blackfellow Creeks,36948.26006645035
6828,-17.265844,145.578536,Lake Eacham,5017.245685625604
6829,-27.353261,152.958431,Pine River and Hayes Inlet,7202.33602331936
6830,-17.269001,145.578646,Lake Eacham,4885.0908460208875
6831,-17.271418,145.579816,Lake Eacham,4685.0328936399
6832,-30.231403,151.12808,Dalrymple and Blackfellow Creeks,276499.7884436445
6833,-17.481442,145.509045,Bromfield Swamp,11493.331034985607
6834,-36.348861,146.29283,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",844071.8047570318
6835,-41.227725,146.30287,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1379133.0023973305
6836,-25.059582,148.24504,Lake Nuga Nuga,41659.54419817364
6837,-41.099811,145.907156,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1367258.953735332
6838,-37.709999,148.451483,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1002050.7496329686
6839,-17.425644,145.603841,Zillie Falls,7539.450583513856
6840,-26.629837,152.954601,Coolum Creek and Lower Maroochy River,7242.675997790279
6841,-26.70689,152.70133,Conondale Range Aggregation,6742.9158346198365
6842,-21.194545,148.537348,Eungella Dam,11839.065707777354
6843,-41.275244,146.422126,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1383875.1573342718
6844,-42.677545,146.786805,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1534933.6013596656
6845,-42.89092,147.306107,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1558187.3735313988
6846,-21.16788,148.504962,Eungella Dam,8984.057968010697
6847,-30.299445,153.004414,Upper Coomera River,229920.4202750657
6848,-26.761085,152.859969,Obi Obi Creek,6112.3560597496535
6850,-21.08835,148.537645,"Broken River, Urannah Creek and Massey Creek Aggregation",3059.799722018803
6851,-17.273237,145.580152,Lake Eacham,4597.503053841398
6852,-21.142799,148.603143,"Broken River, Urannah Creek and Massey Creek Aggregation",12097.01923812748
6853,-33.45703,118.61367,Muncoonie Lakes Area,2119417.461384828
6854,-33.744314,120.273801,Muncoonie Lakes Area,1989754.7117620502
6855,-25.060393,148.234023,Lake Nuga Nuga,42758.144183214485
6856,-17.419233,145.517176,Bromfield Swamp,4763.73852511447
6857,-33.700645,150.483703,Balonne River Floodplain,629112.8273204673
6858,-41.271224,146.421678,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1383439.9952670354
6859,-26.76099,152.859942,Obi Obi Creek,6101.400048133423
6860,-16.510438,145.285696,Great Barrier Reef Marine Park,14374.538597262144
6861,-17.274443,145.581065,Lake Eacham,4471.863123035452
6862,-41.227774,146.302775,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1379138.6908480998
6863,-41.417776,146.3069,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1399745.078208589
6864,-17.24764,145.637889,Lake Barrine,0.0
6865,-42.894214,147.302696,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1558535.761112517
6866,-17.26992,145.57942,Lake Eacham,4774.55149386742
6867,-26.759698,152.860417,Obi Obi Creek,5967.335385359942
6868,-33.545665,119.938756,Muncoonie Lakes Area,2009371.686844771
6869,-17.274756,145.581133,Lake Eacham,4457.254465414507
6870,-17.272659,145.579797,Lake Eacham,4650.08263934549
6871,-41.077727,145.924453,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1364755.1173527937
6872,-37.839122,144.871136,Lake Numalla Aggregation,1006991.1973434775
6873,-27.345098,152.956447,Pine River and Hayes Inlet,6661.331165300112
6874,-41.55079,146.38902,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1413882.8701757723
6875,-18.980433,146.025707,Birthday Creek,13927.15549380958
6876,-33.288535,148.734695,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",528703.3063860178
6877,-27.911068,153.281395,Lake Coombabah,4842.197300365746
6878,-35.466986,148.906369,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",766036.7541166283
6879,-36.910511,149.20407,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",927881.8483683922
6880,-33.690235,120.184761,Muncoonie Lakes Area,1994845.571970556
6881,-28.311821,152.352573,Dalrymple and Blackfellow Creeks,34799.809489453655
6882,-35.464177,148.906703,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",765741.5744168216
6883,-21.167828,148.505408,Eungella Dam,9030.13836774409
6884,-27.344958,152.957096,Pine River and Hayes Inlet,6604.902021156215
6885,-17.274486,145.58059,Lake Eacham,4520.184048670238
6886,-36.503082,148.306668,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",868137.439023881
6887,-41.157383,147.493028,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1371120.8797719162
6888,-35.467056,148.906244,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",766041.5175700914
6889,-28.829081,151.941029,Dalrymple and Blackfellow Creeks,101120.82572782438
6890,-24.95752,150.07393,Palm Tree and Robinson Creeks,41476.74363464593
6891,-41.558604,146.404517,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1414680.37588684
6892,-42.894469,147.30335,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1558564.4185096652
6893,-35.467032,148.906359,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",766041.4873977047
6894,-41.227737,146.302928,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1379134.0810064445
6895,-37.108891,145.909745,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",931004.7579550339
6896,-36.910522,149.203675,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",927874.7942382394
6897,-31.152486,152.225463,Upper Coomera River,337847.83235290897
6898,-41.230199,147.21305,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1378356.7024720144
6899,-21.168013,148.50502,Eungella Dam,8986.403224065602
6900,-43.165355,146.925112,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1587392.2371278722
6901,-17.268362,145.578128,Lake Eacham,4960.503820683129
6902,-17.274533,145.580947,Lake Eacham,4481.936366766197
6903,-41.555456,146.400879,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1414350.5836588584
6904,-37.752809,145.117796,Lake Numalla Aggregation,998828.3416689128
6905,-41.414565,145.978587,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1400955.0562472923
6906,-28.326334,152.343912,Dalrymple and Blackfellow Creeks,36448.800523708655
6907,-33.834779,150.032514,Balonne River Floodplain,631220.6043869014
6908,-17.27043,145.579117,Lake Eacham,4788.055789390984
6909,-26.629846,152.95461,Coolum Creek and Lower Maroochy River,7241.369580289288
6910,-17.27119,145.579558,Lake Eacham,4718.547917081275
6911,-41.227979,146.303383,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1379158.599211355
6912,-26.84439,152.866976,Upper Pumicestone Coastal Plain,8470.805701989993
6913,-35.463669,148.907127,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",765696.279112729
6914,-41.448467,147.182767,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1402020.5172398798
6915,-17.268091,145.578208,Lake Eacham,4962.474360352433
6916,-37.670235,148.370546,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",996696.8575571573
6917,-36.910618,149.204233,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",927896.7613225881
6918,-26.211682,152.792741,Noosa River Wetlands,18885.96004405264
6920,-42.891076,147.316691,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1558224.072659959
6921,-17.27686,145.47204,Bromfield Swamp,12990.44751674303
6922,-28.672003,153.333795,Upper Coomera River,48410.83458658
6923,-41.227665,146.30329,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1379124.8623227822
6924,-26.762068,152.845635,Obi Obi Creek,6137.0559415611915
6925,-38.552284,143.761076,Bulloo Lake,1069883.0978396977
6926,-26.152091,153.045472,Noosa River Wetlands,0.0
6927,-17.31467,145.714674,West Mulgrave Falls,8958.265038918957
6928,-17.427075,145.485783,Bromfield Swamp,7548.647738086869
6929,-33.820434,149.900517,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",625433.6404500729
6930,-42.569667,145.689545,Lake Numalla Aggregation,1527180.9043688446
6931,-17.268842,145.578308,Lake Eacham,4924.860742272341
6932,-17.274606,145.580746,Lake Eacham,4501.083272259071
6933,-17.340039,145.622479,Lake Eacham,5805.413021845569
6934,-21.167844,148.506286,Eungella Dam,9117.791184864553
6935,-42.677628,146.787308,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1534942.1196259002
6936,-34.633865,117.970665,Muncoonie Lakes Area,2223040.215491982
6937,-36.910658,149.203789,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",927891.8053035982
6938,-38.553143,143.755877,Bulloo Lake,1069927.3478356719
6939,-34.23548,118.689605,Muncoonie Lakes Area,2145142.180171981
6940,-27.846439,153.343953,Moreton Bay,1750.8398513634693
6941,-17.273427,145.580211,Lake Eacham,4586.315786128743
6942,-26.590226,152.90485,Obi Obi Creek,8465.58854239062
6943,-17.274467,145.581117,Lake Eacham,4465.873933133837
6944,-41.080148,145.922765,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1365028.2572208745
6945,-36.888118,148.421942,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",911849.0057865229
6946,-42.894434,147.303412,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1558560.7639370777
6947,-37.894094,145.439192,Lake Numalla Aggregation,1016863.7102690388
6948,-21.168295,148.505912,Eungella Dam,9068.690601201508
6949,-36.681759,149.858137,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",919221.8165849191
6950,-42.014781,146.103534,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1465257.7068247644
6951,-17.273392,145.580322,Lake Eacham,4575.772188413578
6952,-21.167992,148.505905,Eungella Dam,9075.738464927283
6953,-31.141844,152.22905,Upper Coomera River,336608.8408362822
6954,-21.167854,148.504767,Eungella Dam,8965.191114856836
6955,-17.27463,145.580818,Lake Eacham,4493.021334724054
6956,-33.690134,120.184905,Muncoonie Lakes Area,1994828.9030853407
6957,-28.198431,153.229841,Upper Coomera River,3921.99174179393
6958,-35.307325,149.13994,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",754459.531076747
6959,-35.467135,148.9063,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",766051.2724091011
6960,-25.058876,148.236398,Lake Nuga Nuga,42496.49605498434
6961,-30.249442,152.385138,Upper Coomera River,236860.0231235776
6964,-21.168435,148.504786,Eungella Dam,8952.04843437433
6965,-21.168167,148.505724,Eungella Dam,9053.075218789318
6967,-42.896086,147.296533,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1558726.117480736
6968,-17.266204,145.544539,Lake Eacham,8468.179326957275
6969,-25.072398,148.271447,Lake Nuga Nuga,39340.569399671615
6970,-21.167907,148.50496,Eungella Dam,8983.15065788988
6971,-17.269955,145.579375,Lake Eacham,4777.902030377383
6972,-17.391478,145.599571,Bromfield Swamp,5775.836069632543
6973,-41.228118,146.303717,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1379172.401751336
6974,-41.080244,145.920562,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1365052.362049654
6975,-36.465562,147.334974,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",855541.867880114
6976,-42.892177,147.309207,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1558328.4877879897
6977,-17.612063,145.794315,Nandroya Falls,3592.602441187605
6978,-21.167378,148.504531,Eungella Dam,8954.229200256865
6979,-21.178154,148.492467,Eungella Dam,7467.577503778178
6980,-33.493297,118.997038,Muncoonie Lakes Area,2087796.401327809
6981,-41.55174,146.360924,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1414079.788891926
6982,-31.64798,152.325315,Upper Coomera River,389263.7000443685
6983,-17.270074,145.57895,Lake Eacham,4816.916337654442
6984,-17.272725,145.579728,Lake Eacham,4655.335839700783
6985,-16.58,145.33,Great Barrier Reef Marine Park,15200.915553035236
6986,-28.323886,152.34504,Dalrymple and Blackfellow Creeks,36170.49677237823
6987,-42.894581,147.318245,"""Myola""-""Mulga Downs"" Salt Lake and Claypans",1558604.4316291907
6988,-16.570195,145.35998,Great Barrier Reef Marine Park,12522.737346144027
6989,-17.26615,145.578138,Lake Eacham,5044.104270762698
6990,-42.136691,145.312089,Bulloo Lake,1476547.1630713446
6991,-26.760846,152.859593,Obi Obi Creek,6079.56424999334
